Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours)
3,2019,0,3,-0.7851902357160284,-0.15226209862731196,3,2,3,-0.36348893185982367
3,2020,4,1,0.540078412278748,1.3007119098937319,3,3,3,-1.2872837025041055
5,2024,5,6,-1.3983223887201648,-1.0048133833278172,3,0,2,0.6089266161867887
8,2017,2,6,-0.2318080715598873,-1.002791967056653,0,1,3,-1.2872837025041055
8,2021,1,6,-1.6439226335779122,0.22614633743145668,1,1,1,0.7061681709914499
1,2016,1,2,0.7724780782049616,-1.5766361714756219,2,2,3,1.6299629416357317
2,2024,2,0,-1.1951029499057626,-1.4893082289486728,2,3,4,-0.5093512640668155
6,2020,1,6,1.655179948337262,0.7087301512874232,1,3,0,0.949272058003103
6,2023,1,5,0.04922530621934557,-0.49728267105366075,0,1,3,0.5116850613821274
3,2017,3,4,0.18783138500045068,-0.6741220996223147,1,3,0,-1.6276291443204198
8,2024,3,2,-0.6882701956660828,-0.3845628425676,2,0,3,-1.6276291443204198
4,2020,4,4,0.5108981851669362,-0.682607908542219,3,3,2,1.1923759450147562
7,2022,1,3,1.091723658154424,-1.6368095254588775,1,2,0,0.8034097257961111
5,2017,3,5,1.6458005896227512,-1.3485507358687172,3,1,2,-1.6762499217227504
6,2024,4,0,-0.9126800375021578,0.2750777193537498,2,2,3,-0.12038504484817057
3,2020,4,3,-1.6404487970169823,-1.125977626543929,2,1,1,-1.6762499217227504
2,2022,3,5,-0.5837077151820914,-0.5729857452635053,3,0,0,0.07409806476115191
2,2024,0,3,-1.5001057999554122,1.6134174181080227,0,3,2,0.7061681709914499
1,2022,4,0,-1.2100404471177615,1.0779214810722146,1,1,3,0.8520305031984418
0,2015,1,3,0.41154645952433966,1.005243632237474,0,0,0,-0.8010759284807992
8,2016,2,0,0.8881568356839289,0.08820019974569693,3,2,2,-0.4121097092621543
0,2024,2,2,-0.004619160475068564,-1.170034842611009,2,2,2,1.727204496440393
7,2021,4,0,-0.5409795254826528,-0.011018223816581322,1,0,3,0.36582272917513564
5,2016,1,0,-1.3437831547135646,-0.387446637794039,1,0,1,1.727204496440393
2,2022,1,1,1.6058514691720567,-1.069581492384777,1,0,1,-0.26624737705516244
6,2022,2,5,-0.21374412144305147,0.03946544022520647,3,3,3,1.48410060942874
0,2021,2,6,0.5984388665023709,-0.3841006074475727,0,0,1,-0.26624737705516244
8,2018,5,2,-0.5698123689383714,-1.0598573072850983,3,3,1,-1.2872837025041055
3,2022,0,1,-0.6594373522103643,-0.18049293610718836,2,3,1,1.3868590546240787
0,2018,0,3,-1.0457279777857749,1.4088024881478776,3,3,4,-1.6762499217227504
4,2018,5,6,-0.4114054217599658,-0.47072829826283863,1,3,4,0.949272058003103
5,2022,5,3,0.93123240903946,1.1116163516127122,3,3,0,1.338238277221748
1,2015,4,5,1.3699779666849132,0.5839163203325883,0,3,3,0.12271884216348253
8,2022,4,1,-1.605015664095497,-0.4189027725666432,2,1,4,0.41444350657746626
8,2019,2,0,0.8871146847156498,-0.2821501673549838,1,0,4,-1.5790083669180892
0,2020,1,0,-0.28461038728602267,-0.026385816799578563,0,3,0,1.4354798320264093
1,2023,3,2,0.7669199397074733,0.7434943717324617,3,2,3,1.6785837190380624
7,2019,3,2,1.5009416050319722,1.047389816539665,2,0,1,0.9978928354054336
4,2022,5,4,0.6300507792068333,-0.7233742865159701,3,3,0,-1.6276291443204198
9,2017,3,3,0.0766686150506924,-0.770974155331319,2,3,2,-0.4607304866644849
0,2017,4,1,0.5581423623955836,-1.4106247730693984,2,3,1,0.36582272917513564
1,2015,4,5,1.4081901688551424,1.2921053679200893,0,0,1,-0.9955590380901217
7,2017,2,4,-1.241999743478317,0.19638391492701218,0,2,1,-0.36348893185982367
1,2016,5,5,-0.3544345021607146,-1.0282528433321867,3,3,2,0.41444350657746626
1,2017,2,4,0.2201380650170992,-1.1499966052062431,3,1,3,0.8520305031984418
7,2024,5,2,0.4501060453506621,-0.04061851907743414,3,3,0,0.2685811743704744
8,2021,2,4,0.7669199397074733,-0.09379625497550047,0,1,2,-0.9955590380901217
6,2021,3,2,-0.957145145482061,0.4071769277227463,2,2,0,1.48410060942874
0,2016,1,3,1.0326684366186147,-1.3126412761710737,2,2,2,0.17133961956581314
2,2024,1,5,-0.5559170226946517,1.3542552944688349,3,3,4,0.9006512806007724
9,2017,5,3,0.026645368573300944,-1.6419769001588842,0,3,4,0.36582272917513564
6,2020,3,0,0.7832469715438445,0.026722928782065773,2,1,4,0.36582272917513564
0,2018,5,4,-1.089150934797399,-1.1476785305744646,3,3,1,0.36582272917513564
8,2015,5,6,-0.40897373616731486,1.5122189724644335,0,3,4,-0.02314349004350933
6,2021,0,1,-1.2371363722930149,1.3217539564024374,2,3,0,-1.4331460347110974
9,2018,4,5,0.12356540862324654,0.10495449808877608,2,3,1,-1.6762499217227504
9,2021,2,6,-0.2849577709421156,1.0786700260053932,2,3,3,-1.3845252573087667
5,2018,3,0,1.6013354816428478,-1.0284115210599574,2,2,2,-1.1414213702971137
1,2020,2,1,0.7245391336641279,-1.206358244207184,0,3,1,-0.8496967058831298
3,2016,3,0,0.13919767314743142,0.02277668268272821,3,1,1,-0.12038504484817057
4,2023,5,0,1.5280375302072258,-0.26970086475663657,3,1,4,0.02547728735882129
8,2016,2,6,0.8037426072533308,-1.6860444647734274,0,0,1,-0.02314349004350933
8,2022,3,1,-0.49825133578321457,-0.4448155354147409,2,2,0,-0.26624737705516244
1,2023,1,2,-1.0877614001730271,1.687302597480148,3,3,3,-1.4331460347110974
5,2023,4,0,1.1354939988221415,-0.3686536756006902,2,0,1,-1.1900421476994443
3,2024,4,0,0.7116859383886874,-1.1027520365204677,1,3,4,-1.6276291443204198
6,2024,0,4,-1.4764837113410887,1.03783465771522,1,1,1,-1.2872837025041055
1,2015,5,5,0.8423021930796533,0.1996161112513822,2,1,2,0.02547728735882129
1,2018,1,1,-0.6035085835793922,0.7583031431524407,2,3,4,0.4630642839797969
8,2024,5,6,0.12530232690371165,0.7268504578956577,3,0,4,1.1437551676124256
3,2020,4,6,0.8558501556672801,-1.1300170095704363,3,1,2,-1.0441798154924524
0,2020,2,0,0.20311626586854262,-0.33667321442327885,3,1,3,-1.238662925101775
8,2023,3,3,-0.9321335222433654,1.3279147916589207,0,0,0,0.6575473935891193
9,2019,5,4,-1.1353529610577675,-0.43663673340291453,3,2,2,-1.5790083669180892
4,2020,5,1,-0.22694470037458536,0.32184970437203475,0,2,2,0.6575473935891193
9,2018,1,1,0.9232425849493211,-1.7043510452360011,1,0,3,0.5116850613821274
3,2016,5,3,-1.378174136666771,0.28320477862825966,0,2,2,-0.5093512640668155
5,2023,5,0,-0.0681903695400866,-0.28838344244371017,1,1,0,-0.4121097092621543
0,2023,4,1,1.5412381091387595,-1.3023893151507666,3,0,2,0.5116850613821274
2,2016,1,2,-1.2010084720593435,0.5640091645290245,1,1,0,0.07409806476115191
6,2018,5,1,-1.3621944884864932,-0.24514376162623086,0,0,1,1.095134390210095
4,2023,1,6,-1.6199531613074956,-1.5643834912790773,3,0,2,1.1923759450147562
4,2016,5,4,-0.5607803938799536,1.4272987919806117,3,2,0,-0.9955590380901217
4,2023,4,3,1.1959387549823224,-1.2137816022541899,2,0,0,-0.16900582225050118
9,2017,2,5,0.8363966709260723,-0.008744992890476904,0,2,0,-0.36348893185982367
9,2019,4,3,1.365809362811797,-1.5789266499808317,2,3,0,-0.9955590380901217
1,2017,5,2,-0.3415813068852739,0.5058744743960385,1,2,2,-0.7524551510784686
1,2018,0,6,0.6717368179379928,0.2840671575835345,0,2,0,-0.07176426744583995
3,2015,2,3,1.010435882628663,1.2128285953195859,0,3,3,1.6785837190380624
2,2022,0,0,0.9927193161679201,1.296679425898867,0,1,4,0.949272058003103
9,2019,0,2,1.0792178465350761,-1.4688422515820907,0,2,2,-0.4607304866644849
0,2017,0,0,0.4278734913607104,1.0535575508277906,0,2,2,1.4354798320264093
4,2021,0,2,-0.7567047759164028,1.492605025505663,0,1,2,1.48410060942874
6,2023,2,5,-0.4798400020102858,-0.9430187569086449,3,3,2,-1.5790083669180892
2,2016,0,4,0.7384344799078479,1.07633815331033,0,2,4,1.1437551676124256
9,2019,2,6,-1.1561959804233473,1.3527064618651612,3,2,3,-0.16900582225050118
8,2016,0,6,-0.07027467147664465,1.4928878858029933,0,0,0,-0.4121097092621543
2,2020,0,0,-1.3469096076184015,-1.4597182822352832,2,0,4,0.5116850613821274
1,2015,1,4,-1.7071464589868373,-0.4609799665524121,0,3,4,0.949272058003103
9,2019,3,4,-1.0547599528441927,-1.6514147754454118,0,2,0,1.5327213868310705
3,2017,2,1,-1.233315152075992,1.508831547928114,1,3,0,0.4630642839797969
6,2015,1,6,-0.7535783230115659,1.4172262057830018,1,3,2,1.5327213868310705
9,2018,5,2,1.7020767419098162,0.8654554531032473,1,2,0,-0.6552135962738074
1,2018,1,1,-1.535191549220805,0.5414355329957509,1,0,0,-0.36348893185982367
8,2019,0,6,1.572155254531036,-1.158116765449111,1,0,4,-1.1414213702971137
7,2022,2,4,-0.021640959623625392,1.0752619043741471,1,0,2,0.12271884216348253
5,2017,0,1,1.146262892161024,-1.4651857648117255,0,3,0,-0.6552135962738074
9,2019,1,2,1.158421320124279,0.005053070393920169,2,0,2,-0.07176426744583995
6,2021,3,5,1.0687963368522864,-0.8957327940330162,2,3,3,0.21996039696814376
6,2017,5,0,0.5668269537979085,1.5947417394525913,0,0,4,1.338238277221748
0,2016,1,1,1.3331552991390556,-0.9300658250004172,2,2,3,-0.2176265996528318
1,2022,3,3,0.8541132373868152,-1.2837860763275784,3,3,1,0.949272058003103
4,2016,5,5,0.2111060899586814,1.2588002926673758,3,0,4,0.7061681709914499
9,2017,3,0,1.5902192046478718,0.45733633727735074,0,1,0,-1.238662925101775
7,2021,0,0,-0.16997378077533415,0.8784946229070026,1,0,4,-1.724870699125081
1,2021,0,1,0.6557571697577153,0.5567927774312849,0,3,2,-1.3359044799064361
5,2021,5,6,0.6397775215774372,1.1980060258363223,2,3,0,0.9978928354054336
0,2024,3,0,-1.2340099193881782,-1.0001668855167964,2,1,2,0.9978928354054336
1,2016,3,2,-0.5055463925611675,-0.4554434936595477,0,2,4,1.1437551676124256
5,2024,3,0,0.4772019705259158,1.3770014017931633,2,1,2,-0.9469382606877911
5,2015,1,1,0.4792862724624738,1.4466057320313044,2,0,4,-1.5303875895157586
0,2020,1,2,1.6520534954324249,-1.071768485415354,2,3,1,-0.26624737705516244
7,2021,4,6,-1.3705316962327252,1.378584729555048,2,2,4,0.6089266161867887
5,2018,5,1,0.054088677404647525,1.2748370917196663,2,3,1,-1.238662925101775
4,2020,2,3,-0.7532309393554729,0.6433549274459499,2,1,3,-0.4607304866644849
2,2024,0,4,0.37958716316378405,-0.31887026327058554,2,0,2,0.560305838784458
3,2021,2,3,0.11383866625264288,-0.6985412221198765,1,2,0,-1.238662925101775
9,2016,4,2,-1.4688412709070426,0.11351619635674447,2,0,1,-1.238662925101775
1,2022,5,5,-0.8560565015589994,0.43938850646017125,2,3,1,-1.6762499217227504
1,2015,0,5,0.5914911933805108,-0.9654130136192214,2,0,3,-0.2176265996528318
5,2022,0,4,-0.9234489308410405,-1.1568783892693362,3,2,2,-0.02314349004350933
6,2023,2,6,1.2674997881374797,0.4523793830424311,2,0,2,1.727204496440393
8,2022,4,4,0.45774848578470795,0.19088538670817995,3,3,2,0.317201951772805
6,2021,2,2,0.36603920057615724,0.9100576926700609,2,3,0,-1.238662925101775
0,2018,3,3,-0.3665929301239695,0.8650863549103898,0,0,1,1.0465136128077643
5,2022,4,5,0.8183327208092367,-1.0326061322984141,0,0,0,-1.6762499217227504
3,2020,0,4,-1.4928107431774595,1.5629579006769827,2,0,2,-0.9469382606877911
8,2017,1,1,-0.7303036180533353,-1.4454855799574275,0,0,0,-1.6276291443204198
3,2019,2,6,0.8857251500912776,0.19672196747747991,1,1,3,-0.26624737705516244
4,2017,3,3,0.10689099313078289,-0.7482763412284857,1,2,2,-1.1414213702971137
5,2015,3,3,0.8888516029961148,-0.11429672750029342,3,3,4,-1.5303875895157586
6,2018,5,4,0.6495042639480411,-1.6263609420367677,1,1,0,1.4354798320264093
2,2017,3,5,-0.16198395668519538,-0.37749133513434646,3,1,2,-0.16900582225050118
4,2019,0,4,-1.2409575925100382,-0.04447507776542312,0,3,2,1.4354798320264093
0,2016,3,3,0.11522820087701484,-0.7754861220253167,0,1,0,1.4354798320264093
3,2019,1,4,0.7450347693736148,1.2992320676064804,1,1,3,0.317201951772805
8,2023,0,4,0.6380406032969723,0.845186098138468,2,3,0,-0.07176426744583995
8,2022,3,2,1.6350316962838682,0.7511695444344075,2,2,3,-1.2872837025041055
9,2023,4,2,1.1684954461509756,0.6593986255298826,2,3,0,-0.7524551510784686
9,2020,5,2,-0.33150718085857683,1.0316565748796311,0,0,3,-0.16900582225050118
6,2022,0,4,-1.0537178018759137,-1.1389409069996201,1,3,0,1.1437551676124256
4,2022,5,5,-1.3542046643963546,1.2175958261843451,0,3,4,0.02547728735882129
8,2020,5,0,-0.09806536396408416,0.7746952423343045,3,3,3,0.2685811743704744
5,2023,3,5,-0.4030682140137339,1.144962821055279,0,1,0,0.36582272917513564
2,2016,1,2,1.43111749015728,1.3148135305703859,1,1,0,0.4630642839797969
3,2015,2,1,-1.1308369735285586,1.0490455841337927,3,0,2,1.1437551676124256
7,2018,2,6,-0.6945231014757568,-0.35694256938805813,0,1,4,-1.2872837025041055
6,2021,4,3,0.9322745600077391,-0.42675387057546516,2,2,2,0.36582272917513564
9,2021,3,3,0.6786844910598528,-0.8839285508932144,0,0,2,1.6299629416357317
0,2024,5,5,0.5557106768029323,0.7052219936973653,0,2,0,0.02547728735882129
6,2018,1,1,-1.5688877638618255,0.5228288446567414,0,0,3,1.48410060942874
5,2020,4,3,-1.390679948286119,-1.6284065049186796,3,1,3,1.2896174998194174
0,2017,3,3,-0.3888254841139212,-0.7376380344362156,3,2,3,-1.6276291443204198
5,2023,0,0,-0.9262280000897846,0.18194079218406956,1,1,4,0.07409806476115191
6,2015,0,0,0.30003630591848823,-1.1115862465383028,1,3,3,-1.3845252573087667
0,2021,0,2,-0.7035550765341747,-0.7323361286191861,1,0,2,1.6785837190380624
3,2017,0,2,1.2619416496399913,-1.3969025991330655,2,1,4,0.36582272917513564
9,2015,0,4,0.5522368402420026,-0.48182194114349386,1,2,4,0.5116850613821274
7,2019,4,6,0.3688182698249011,0.34751410208101335,2,3,2,-0.16900582225050118
9,2022,1,5,-1.4882947556482506,1.240700683154068,0,1,4,-1.238662925101775
9,2016,4,5,-1.4129125022760705,0.3666278692457244,3,1,1,-0.5093512640668155
2,2016,0,4,0.5831539856342791,-0.3157484514524907,0,0,3,-0.4607304866644849
9,2017,1,1,-1.2975811284531962,0.6115020983539192,2,0,1,-0.07176426744583995
0,2016,2,4,1.1799591068020445,-1.416102604193304,3,2,3,-1.0441798154924524
3,2023,2,5,-1.4264604648636974,0.2080674250130754,0,1,3,1.727204496440393
3,2017,3,5,1.3963791245479804,-0.7916609017104512,2,3,2,-0.8010759284807992
7,2021,0,5,-0.4523966931789392,-0.09633164910400843,0,1,0,-0.8496967058831298
9,2024,5,0,-1.5039270201724353,-0.6625731206532744,0,2,1,-0.6065928188714768
7,2017,3,0,1.516573869556157,1.5816301298165931,0,2,4,-1.4331460347110974
0,2015,1,3,-0.28982114212741755,0.6077697222354899,3,3,1,-1.3845252573087667
3,2018,0,2,-1.2083035288372965,1.3801025165163316,0,0,1,-1.5790083669180892
9,2022,5,2,1.6662962253322375,-0.2595144445369304,0,2,1,-1.481766812113428
9,2018,4,3,0.04227763309748582,1.2192101995886195,0,0,1,-0.07176426744583995
2,2021,1,1,-0.28599992191039464,0.3834649559685099,2,1,2,0.36582272917513564
8,2019,3,1,1.7006872072854444,-0.12878814346473144,2,3,3,0.36582272917513564
3,2021,5,5,0.46018017137735895,-0.9288377973681058,2,2,2,-0.4121097092621543
0,2017,5,4,-1.5786145062324293,1.1001260144126306,1,2,2,-0.5579720414691461
2,2020,5,4,1.350871865599798,1.4446740031714889,2,1,3,1.4354798320264093
9,2024,3,4,0.2805828211772804,0.4350145203990174,0,0,0,1.338238277221748
3,2015,5,1,0.5327833555007948,0.6458144322263937,3,3,4,0.8520305031984418
8,2019,3,2,1.017730939406616,-1.2799502147345159,0,2,3,-1.3845252573087667
0,2017,3,0,1.3897788350822138,-1.5950772830552185,1,2,0,0.41444350657746626
4,2016,3,4,-1.6810926847798626,-1.1321764064744444,3,3,4,-1.3359044799064361
5,2015,5,6,0.45948540406517285,1.4206205293509635,0,0,2,1.5327213868310705
6,2023,5,2,1.295985247937105,0.01834405485261565,0,0,3,1.2409967224170868
8,2015,1,4,1.1101349919273527,-0.236947712035299,2,1,2,0.7061681709914499
5,2016,4,4,0.5452891671201425,0.11378525859079021,0,1,2,0.9006512806007724
7,2022,1,0,-0.37770920711894534,1.1923419208580772,0,0,3,0.6575473935891193
6,2021,0,2,-0.5222208080536311,1.4932190393218188,3,3,3,-1.2872837025041055
3,2020,1,2,-1.385121809788631,-0.3429409846702162,2,1,0,-1.5303875895157586
2,2022,0,2,1.0514271540476368,-0.5464210239252199,3,3,2,1.095134390210095
1,2016,0,6,-1.3910273319422117,1.3289048026995762,2,3,2,1.2896174998194174
3,2018,5,3,-1.7210418052305572,-0.44318736394718206,3,1,1,0.36582272917513564
5,2018,4,4,-0.811244009923003,-0.9563821811995835,3,1,1,-1.1414213702971137
4,2023,4,3,0.14927179917412825,-0.3825690224230046,2,2,2,0.12271884216348253
7,2022,4,4,-0.32699119332936805,0.08396419431738703,1,1,0,0.2685811743704744
1,2024,2,1,-1.4434822640122542,-0.1841114782035215,3,2,2,-1.092800592894783
5,2017,4,1,1.6541377973689828,0.595089302077129,3,0,4,-0.4121097092621543
7,2024,2,3,-1.4275026158319764,-0.08174019718075852,2,1,2,1.095134390210095
0,2015,4,6,-0.14253047194398757,0.3478900993055131,2,1,4,1.1923759450147562
1,2018,4,0,-0.6907018812587339,1.4014550194489361,2,0,1,-0.26624737705516244
2,2018,4,0,-0.22624993306239952,-0.40834035512243727,2,2,1,-1.6276291443204198
0,2017,2,0,0.13502906927431557,-1.3930149948026866,3,0,4,-1.6762499217227504
2,2023,1,1,-0.9293544529946215,-0.6442389440641318,1,0,1,-0.8983174832854605
9,2018,0,4,1.0990187149323767,-0.979890631520375,3,2,3,1.095134390210095
5,2015,4,6,-0.8960056220096939,1.1081806338548974,0,1,4,0.8520305031984418
2,2022,1,1,0.36152321304694823,-0.5983189894536584,3,0,1,-1.6276291443204198
2,2020,2,6,-1.2465157310075259,1.2086098374703815,0,1,1,1.095134390210095
6,2022,0,6,-0.5621699285043256,-0.6876786967992349,3,1,3,0.17133961956581314
6,2020,3,2,-0.6288675904741807,-0.21304601691090216,2,0,2,0.9978928354054336
8,2015,4,0,1.000709140258059,1.3404572311844376,3,0,3,-1.0441798154924524
2,2020,1,3,-0.682017289856409,-0.9111969734590042,1,2,2,1.338238277221748
9,2016,0,3,1.4814881202907644,1.529087104829609,2,2,3,0.9006512806007724
1,2018,1,3,0.08257413720427313,-0.23250128614190205,1,3,1,-0.31486815445749305
2,2019,1,3,-0.7254402468680333,0.8855109380871186,1,2,1,-1.4331460347110974
3,2019,3,5,-0.8595303381199294,1.7034497810387137,1,2,0,-1.0441798154924524
5,2017,0,5,1.1004082495567489,0.3057818596773544,0,1,0,1.2409967224170868
8,2019,3,0,0.33269036959122966,-1.059326081848649,1,3,2,1.2409967224170868
6,2017,4,0,0.008928802112558263,-1.55770867816525,0,0,1,-1.0441798154924524
0,2017,3,5,-1.2371363722930149,-1.5006881816424793,0,1,3,0.8520305031984418
4,2022,0,4,0.815901035216586,1.5491287917501957,1,2,3,0.8520305031984418
6,2023,5,5,-0.28356823631774364,0.47901654421295964,2,2,4,-0.8010759284807992
1,2022,2,1,0.9548544976537839,1.3611612251426755,1,3,3,0.12271884216348253
5,2016,4,1,-1.4570302265998811,1.2183788662757347,3,0,3,0.36582272917513564
7,2016,3,2,-0.6920914158831057,-0.0031360801653694944,3,3,4,1.6785837190380624
6,2015,5,4,-0.46941849232749605,-0.17865779369036355,3,2,4,-0.9469382606877911
7,2018,4,3,-0.9182381759996456,-0.6109718134854505,3,1,0,-1.481766812113428
0,2018,4,1,0.005802349207721189,1.1953257520433282,1,3,3,-1.6276291443204198
8,2017,2,2,0.99966698928978,1.444053090323691,0,1,3,-0.36348893185982367
1,2023,3,0,0.7422557001248709,-1.2180038096192154,2,3,1,-0.31486815445749305
8,2022,0,1,-1.0241901911080091,-0.18024457096806923,2,1,3,-1.3845252573087667
6,2015,4,5,1.559302059255595,0.9138176649150591,2,2,4,1.3868590546240787
4,2022,3,0,-1.240262825197852,-0.3364420968632652,3,2,1,0.02547728735882129
1,2023,0,4,-0.1571205854998934,-0.6627524954759716,2,0,0,1.48410060942874
1,2019,2,2,0.8996204963349976,-0.6649843322122229,3,2,2,1.5327213868310705
2,2018,1,0,0.6272717099580893,-1.5340174035059404,1,3,3,0.21996039696814376
6,2019,1,4,-1.4115229676516987,-0.9352987405010248,3,3,1,0.9006512806007724
3,2020,2,5,1.3671988974361688,0.7499139206755274,0,3,4,-0.16900582225050118
7,2024,5,3,0.9204635157005772,1.2706390309653885,2,1,1,-0.26624737705516244
5,2022,1,4,-1.3344037959990538,-0.07751454029991192,2,0,0,-1.6276291443204198
5,2020,3,1,-0.37423537055801537,0.028168275911106367,0,3,1,-1.0441798154924524
2,2023,2,6,-0.4433647181205214,1.1905999153684221,0,3,0,0.949272058003103
1,2022,1,5,0.9565914159342489,0.5382033366713809,1,1,3,-1.238662925101775
9,2021,4,1,-1.5188645173844342,0.6666219116592644,3,0,0,-0.9955590380901217
7,2019,1,4,0.7443400020614289,-0.013898569527199211,2,3,0,-1.3845252573087667
9,2020,4,4,1.5735447891554082,-0.9152984477702912,2,3,4,1.2896174998194174
2,2023,3,5,1.3737991869019361,-1.2451239030046977,3,3,0,0.9978928354054336
9,2020,3,5,1.7072874967512113,-0.13786726910586472,1,2,4,-0.4607304866644849
7,2018,5,1,-1.7106202955477674,-0.529918540237081,2,2,3,0.949272058003103
0,2015,0,2,-1.2690956686535706,-0.08851159673757639,2,3,1,0.8520305031984418
4,2021,0,0,-1.6977671002723267,1.0980494058883288,2,3,2,-0.703834373676138
7,2021,0,1,-1.1124256397556298,-0.3785054927857497,0,2,1,-0.4607304866644849
3,2019,3,6,-0.750799253762822,-1.40755470398862,3,0,1,1.1437551676124256
7,2024,0,1,-1.0766451231780514,-0.6176362780518142,1,2,3,-1.5303875895157586
3,2023,5,2,-0.7247454795558473,0.5449643876807354,0,3,4,-0.31486815445749305
9,2024,3,4,0.23438079491691213,-1.369468599807863,3,3,4,-0.8983174832854605
7,2017,3,0,-1.6428804826096333,1.6473468557243551,1,3,2,-1.481766812113428
6,2022,5,2,0.9968879200410362,1.5375901613286187,3,0,1,0.8520305031984418
1,2017,4,1,1.0423951789892185,-0.7757137900695094,1,0,1,1.1437551676124256
5,2024,5,6,0.7193283788227333,-1.0851664048645036,3,3,0,-1.0441798154924524
1,2019,1,2,-1.3357933306234258,0.7187096005578634,2,0,0,1.095134390210095
0,2016,1,5,-0.744893731609241,1.0785354948883703,2,2,1,1.5327213868310705
4,2023,4,3,-0.7751161096893316,0.6986299689632446,3,2,0,-1.238662925101775
8,2016,0,5,-0.3902150187382931,0.5660512778951152,0,3,3,-0.16900582225050118
7,2015,0,6,0.2333386439486331,0.3605153272107365,3,0,4,-1.5790083669180892
9,2021,2,6,1.1598108547486508,1.640875564043973,2,1,3,-1.6276291443204198
7,2022,2,4,1.1674532951826966,1.4321488112250773,2,1,2,0.5116850613821274
3,2017,0,3,-0.38222519464815413,-1.0666770000634116,0,2,2,-1.092800592894783
7,2015,2,2,-0.12967727666854684,0.7197686019149409,3,2,2,-0.02314349004350933
8,2019,0,0,1.0486480847988928,-1.6753509657280197,2,1,4,-0.36348893185982367
2,2022,4,2,1.2529096745815738,1.581281728718662,1,3,4,0.02547728735882129
8,2017,1,2,0.5473734690567006,0.7664922937117304,0,0,3,-1.1414213702971137
7,2021,0,4,0.9819504228290377,-1.2910542061626344,3,0,2,1.4354798320264093
4,2017,1,0,1.6392003001569844,1.3874982784367684,0,3,0,-1.0441798154924524
2,2020,4,4,-1.2350520703564571,0.1812163938616387,2,3,3,1.6299629416357317
7,2018,5,0,0.30559444441597605,-0.4282268138310745,3,2,4,-0.5093512640668155
8,2022,1,5,-0.3801408927115963,-0.5771769069861409,1,0,4,-1.6762499217227504
2,2018,0,4,-1.2663165994048267,1.0293419497636735,2,0,4,-0.6552135962738074
2,2024,2,4,0.4619170896578238,-1.065300643250793,0,3,2,-1.724870699125081
5,2019,1,0,-0.4676815740470309,-0.5047094786164875,1,2,0,-0.31486815445749305
0,2019,3,5,-1.4372293582025804,-1.008697538142375,1,3,1,-1.092800592894783
3,2021,2,3,0.053741293748554596,0.8729340034033906,2,3,1,0.317201951772805
6,2017,4,5,0.30003630591848823,0.838304314075375,1,1,4,0.5116850613821274
9,2024,3,6,0.49248685139400744,1.6970474796747534,0,2,2,1.5813421642334011
8,2015,4,2,0.0794476842994363,-0.7684801553926641,1,0,4,-0.2176265996528318
1,2019,2,3,-1.4955898124262035,0.8116602538732043,3,0,1,0.8520305031984418
3,2016,5,6,-0.11473977945654806,0.17166123503719372,0,0,1,-0.26624737705516244
9,2016,4,3,1.6916552322270264,0.8293286739088748,1,1,2,-1.3845252573087667
5,2015,0,3,-1.3740055327936551,0.3297559946339943,1,1,0,-0.9955590380901217
7,2016,2,4,-0.056726708889017825,1.6177189643369336,3,1,2,-0.6552135962738074
2,2016,0,6,1.0417004116770328,-1.4714293884479153,0,0,1,0.6575473935891193
8,2015,2,2,0.6762528054672016,0.5908015539115026,1,3,1,1.1437551676124256
2,2016,0,4,-1.095403840607073,-1.3170877020644707,1,1,4,0.4630642839797969
7,2018,4,1,0.5501525383054445,-1.1283853885870563,2,0,2,1.727204496440393
3,2024,2,5,0.34415403024229846,0.9321587405358439,3,1,1,0.317201951772805
2,2024,3,4,-0.888363181575648,1.1991995583104227,3,3,4,0.36582272917513564
0,2019,0,4,-0.6403312511252495,0.9325726824343759,0,3,1,-1.3845252573087667
2,2022,3,6,0.7391292472200338,1.0983564127964067,1,3,3,-0.02314349004350933
3,2018,3,2,0.6981379758010606,1.5273106041817428,1,0,2,1.095134390210095
6,2018,0,4,0.8631452124452332,1.6144729699492792,3,1,2,1.6785837190380624
3,2023,1,0,-1.4070069801224896,-1.3378744844024149,3,3,3,0.7061681709914499
9,2021,4,6,1.4398020815596049,0.7115277086183347,3,3,3,-1.3359044799064361
7,2015,0,4,0.5418153305592128,-0.12933661648028622,2,0,0,-0.5579720414691461
4,2024,3,3,0.5640478845491645,0.12448910618366124,3,1,4,-1.0441798154924524
0,2018,5,0,-0.3606874079703885,1.2740988953339512,3,0,3,-1.481766812113428
0,2022,5,3,0.3549229235811814,-1.7116019274919518,2,2,4,-0.9469382606877911
9,2016,0,4,-1.1120782560995368,-1.3515311175381468,0,0,4,-0.2176265996528318
6,2018,0,4,-1.4101334330273267,1.5110288895061543,1,3,4,0.949272058003103
3,2024,3,1,0.05339391009246167,-1.1590377861733445,2,1,4,-0.4607304866644849
6,2018,0,6,-0.8834998103903461,0.1883085983898188,0,0,3,-0.4607304866644849
8,2016,3,5,-1.2788224110241744,-1.2412328491584979,3,1,1,-1.1414213702971137
6,2015,1,0,-1.662681351006934,-0.2958654422596745,2,1,3,0.8034097257961111
